Timestamp_Dly	Dom_Wind_Direction_Dly	ENV__Dur_(Hrs)_Dly	Outside_Temp_(°F)_Dly-Ave	Wind_Chill_(°F)_Dly-Ave	Heat_Index_(°F)_Dly-Ave	Dew_Point_(°F)_Dly-Ave	Outside_Humidity_(%)_Dly-Ave	Wind_Speed_(mph)_Dly-Ave	Rain_Rate_(in/hr)_Dly-Ave	Barometer_(inHg)_Dly-Ave	Solar_Radiance_(W/m2)_Dly-Ave	Gr_Roof_Temp_(°F)_Dly-Ave	Wh_Roof_Temp_(°F)_Dly-Ave	Outside_Temp_(°F)_Dly-Min	Wind_Chill_(°F)_Dly-Min	Heat_Index_(°F)_Dly-Min	Dew_Point_(°F)_Dly-Min	Outside_Humidity_(%)_Dly-Min	Wind_Speed_(mph)_Dly-Min	Rain_Rate_(in/hr)_Dly-Min	Barometer_(inHg)_Dly-Min	Solar_Radiance_(W/m2)_Dly-Min	Gr_Roof_Temp_(°F)_Dly-Min	Wh_Roof_Temp_(°F)_Dly-Min	Outside_Temp_(°F)_Dly-Max	Wind_Chill_(°F)_Dly-Max	Heat_Index_(°F)_Dly-Max	Dew_Point_(°F)_Dly-Max	Outside_Humidity_(%)_Dly-Max	Wind_Speed_(mph)_Dly-Max	Rain_Rate_(in/hr)_Dly-Max	Barometer_(inHg)_Dly-Max	Solar_Radiance_(W/m2)_Dly-Max	Gr_Roof_Temp_(°F)_Dly-Max	Wh_Roof_Temp_(°F)_Dly-Max
12:00:00.000 AM 3/1/2015		24.000079	19.106412	16.897382	18.902073	14.324784	81.493370	1.827207	0.000000	30.309125	69.653072	20.560010	22.253656	12.690161	8.036382	12.590161	7.221625	75.612326	0.000000	0.000000	30.187501	0.000000	18.219079	20.455610	25.013320	21.888690	24.709741	18.830801	88.000000	4.465863	0.000000	30.507219	251.205882	23.419321	25.748136
12:00:00.000 AM 3/2/2015		23.999898	24.844150	20.155397	24.377061	15.402426	67.889709	4.239202	0.000000	30.332540	176.392938	25.247224	27.569793	19.135944	12.513836	18.835944	12.396175	51.662745	0.000000	0.000000	30.202404	0.000000	23.475175	25.968149	31.684830	27.814371	30.784830	17.961750	85.414830	7.976939	0.000000	30.415078	638.315369	27.684374	29.623358
12:00:00.000 AM 3/3/2015		23.999979	26.221010	20.974669	26.059884	22.828378	86.953767	5.343011	0.000000	29.873138	27.322957	27.577183	29.573525	19.957315	13.068337	19.818838	14.534658	74.262425	0.702811	0.000000	29.537196	0.000000	26.880182	29.410563	34.234655	28.137228	34.134653	32.891193	95.000000	9.055777	0.000000	30.289732	118.783300	28.967780	29.764524
12:00:00.000 AM 3/5/2015		24.000421	11.812330	7.062543	11.504096	1.176272	62.181334	3.284989	0.000000	30.358492	179.801932	29.680928	29.694197	5.457570	3.658964	5.257570	-0.972672	52.444664	0.005988	0.000000	30.209878	0.000000	28.762173	29.642009	17.152174	12.485119	16.673122	2.702104	74.685259	7.004000	0.000000	30.492889	670.348515	30.594932	29.731594
12:00:00.000 AM 3/7/2015		24.000504	29.278243	25.550782	28.834287	21.037937	71.532999	4.070514	0.000000	30.009982	181.362108	28.527463	26.189050	14.929482	10.488000	14.729482	9.513622	59.652695	0.673307	0.000000	29.897808	0.000000	26.406337	24.188697	44.289222	41.432535	43.489222	31.790338	79.829317	7.331992	0.000000	30.147046	663.415822	31.732983	29.728011
12:00:00.000 AM 3/9/2015		23.999461	37.773580	36.149514	37.253544	29.265606	72.399615	2.797721	0.000000	30.099044	194.855790	31.797626	29.807313	28.640524	28.362587	28.440524	24.962522	53.154930	0.131737	0.000000	30.044044	0.000000	31.453791	29.444233	47.511268	45.752684	46.442656	32.827434	86.582661	5.350000	0.000000	30.140994	661.216700	31.945631	30.313792
12:00:00.000 AM 3/10/2015		24.000252	38.500879	37.706247	38.334059	34.665305	86.075957	1.823382	0.000000	29.980083	85.125701	31.919398	29.562075	32.453212	31.509111	32.253213	28.409085	79.935484	0.098394	0.000000	29.882796	0.000000	31.884829	29.445993	46.829234	45.436874	46.629234	40.961226	92.332016	4.169355	0.000000	30.099142	386.907258	31.943830	29.766299
12:00:00.000 AM 3/11/2015		23.998901	43.519561	41.652866	42.824757	32.630043	68.563443	3.725779	0.000000	30.123481	201.282266	31.986900	29.961613	37.306213	33.494990	37.210421	26.533862	39.458753	0.004049	0.000000	29.925966	0.000000	31.945050	28.793788	51.601002	49.712425	49.869540	37.784861	93.884000	6.553320	0.000000	30.323666	668.812749	32.080971	31.961801
12:00:00.000 AM 3/14/2015		23.999504	42.458172	38.883632	42.281273	37.786791	84.151556	6.486534	0.000000	29.863422	125.465206	32.914661	42.239945	37.734600	32.865400	37.374399	31.204046	66.488048	0.982036	0.000000	29.802185	0.000000	32.229268	30.656415	46.177091	41.560957	45.513347	41.716672	96.657371	11.501992	0.000000	29.954080	429.989940	33.958056	53.164649
12:00:00.000 AM 3/15/2015		24.002262	41.842774	39.248555	41.189668	32.448342	70.467027	4.296429	0.000000	30.071365	191.907309	36.751657	44.155665	32.267265	28.795200	32.067266	27.749486	46.929293	1.151093	0.000000	29.978902	0.000000	31.965377	27.075926	54.367071	53.816970	52.449899	38.763286	83.810000	8.832669	0.000000	30.173130	674.312127	44.116196	77.687531
12:00:00.000 AM 3/16/2015		23.999762	52.245288	51.598868	51.581486	43.009174	71.842361	3.060959	0.000000	29.796366	90.144642	48.472769	50.347979	41.518119	39.751834	41.318119	37.642429	52.878244	1.541833	0.000000	29.641508	0.000000	42.851222	35.025544	64.187400	64.169200	62.708600	49.369274	86.000000	6.029940	0.000000	29.959157	323.730924	55.306626	72.384002
12:00:00.000 AM 3/18/2015		23.998940	35.617074	32.576096	34.654084	18.945959	51.264982	4.730917	0.000000	30.184661	216.221125	36.017170	30.688785	24.175250	22.200598	23.715170	12.193586	41.003992	0.553785	0.000000	30.124575	0.000000	32.923951	5.078361	47.057315	42.958717	45.630461	24.966010	68.080160	10.166000	0.000000	30.216197	744.030000	39.482158	66.590787
12:00:00.000 AM 3/19/2015		23.999856	33.213776	32.471432	32.374547	18.361621	55.218519	1.160762	0.000000	30.216098	145.559772	37.802793	32.433596	25.237400	25.212800	24.937400	13.116990	43.986083	0.000000	0.000000	30.117137	0.000000	33.091402	10.250229	39.989960	39.550000	38.789960	20.651394	78.312000	3.664016	0.000000	30.297008	542.441352	44.029153	64.522774
12:00:00.000 AM 3/20/2015		24.000184	38.082053	37.023218	37.364534	25.984431	62.073974	2.291863	0.000000	30.019247	131.629792	41.765192	40.381188	29.913280	29.877485	29.269371	15.853233	49.751515	0.042254	0.000000	29.949225	0.000000	35.904947	26.321360	50.132200	48.541200	49.129000	35.597721	83.896000	6.930000	0.000000	30.104225	659.629779	49.296559	75.359671
12:00:00.000 AM 3/21/2015		23.999372	40.970920	38.019345	40.522503	33.009969	74.892929	4.982825	0.000000	29.969508	112.199899	43.552428	40.031295	31.844088	31.200401	31.062725	18.195073	48.318000	0.921844	0.000000	29.881455	0.000000	41.136834	19.016628	49.112775	45.982626	47.912774	38.646236	90.000000	7.764471	0.000000	30.141585	630.924303	46.537974	68.646937
12:00:00.000 AM 3/22/2015		24.001106	27.708531	25.812305	26.950261	11.552935	51.162380	2.004707	0.000000	30.216275	202.801143	36.704877	28.942944	20.394779	17.912651	19.994779	7.590064	36.836327	0.032064	0.000000	30.162121	0.000000	33.109639	6.048412	36.492614	33.757285	35.195209	16.358334	62.393574	3.690619	0.000000	30.282054	735.953722	40.620969	68.202189
12:00:00.000 AM 3/25/2015		23.999887	38.632933	36.207557	38.454359	33.639403	82.427605	4.416667	0.014051	29.899361	94.449900	37.549016	37.755318	26.226243	25.551889	25.826243	17.607549	68.781312	0.578000	0.000000	29.763127	0.000000	33.066879	15.417286	49.637972	45.653678	49.338171	42.812976	95.908549	9.608696	0.335868	30.134797	527.964427	44.519575	64.251968
12:00:00.000 AM 3/26/2015		23.999730	38.188341	35.052243	37.730769	30.425672	74.088783	4.648626	0.000000	29.831691	88.463543	42.028991	38.042980	33.774801	28.892659	33.274801	24.972236	58.075848	0.738956	0.000000	29.761900	0.000000	39.863594	30.027054	42.066533	37.636874	41.259519	35.880801	86.950199	7.666667	0.000000	29.924793	347.055336	44.031123	52.658860
12:00:00.000 AM 3/27/2015		24.000063	23.410945	17.289189	23.016221	14.718511	69.153846	5.490050	0.000000	29.971552	119.084365	34.241319	21.862850	17.819162	11.723752	17.478244	8.480944	56.636000	0.333992	0.000000	29.879735	0.000000	32.612309	3.923643	32.607784	26.951497	32.148104	24.422578	76.502008	7.845382	0.000000	30.112180	370.821285	39.072939	31.029849
12:00:00.000 AM 3/28/2015		24.000440	23.474578	19.311103	22.891855	10.387022	58.893734	3.429825	0.000000	30.214118	234.081955	32.245843	22.921392	13.479245	4.928657	13.279245	6.793310	38.978175	0.000000	0.000000	30.132826	0.000000	31.904391	-1.301014	35.073413	32.038020	33.946627	13.509593	74.598000	5.769539	0.000000	30.266516	792.674603	32.723386	64.255153
12:00:00.000 AM 3/29/2015		24.000223	31.609915	27.575802	30.938540	19.568984	61.526896	6.011443	0.000000	30.034775	163.480037	32.036516	24.431853	18.816766	17.795600	18.516766	10.507779	46.212724	0.000000	0.000000	29.699094	0.000000	31.778470	-3.307852	41.734990	35.336653	40.534990	31.851045	76.862275	11.753968	0.000000	30.274613	632.094862	32.277872	56.694679
12:00:00.000 AM 3/31/2015		23.998468	37.907068	37.036947	37.629871	33.138008	83.706154	1.538732	0.011828	29.784340	69.108149	41.086224	36.209755	33.426653	31.390983	33.326653	31.799015	63.693227	0.000000	0.000000	29.630808	0.000000	38.640004	23.584580	45.539243	45.118526	44.820916	35.414797	95.000000	3.615230	0.138775	29.911956	290.143713	44.814012	50.884894
12:00:00.000 AM 4/1/2015		24.001726	45.394578	44.912016	44.570505	35.987702	73.146682	2.096561	0.000000	29.970020	236.264664	45.958397	45.898213	30.351896	30.349501	30.155489	28.316567	37.550000	0.007984	0.000000	29.907088	0.000000	35.423810	15.749438	65.988000	65.974400	63.142000	43.131605	93.944112	5.890220	0.000000	30.052462	769.619522	58.712191	91.413375
12:00:00.000 AM 4/2/2015		23.999146	49.641741	48.439550	49.452053	44.002254	81.338296	4.265284	0.009240	29.723933	67.036213	49.878217	44.448670	39.433533	39.430140	39.233532	33.322874	59.471774	0.035928	0.000000	29.557529	0.000000	43.932425	24.820416	57.944200	56.655400	58.213001	56.269181	94.142000	7.960239	0.075957	29.897938	293.396825	55.105966	59.691108
12:00:00.000 AM 4/3/2015		24.000292	46.583283	45.163236	46.284321	40.262212	79.918256	3.565930	0.000000	29.771514	92.403531	50.204258	42.656484	38.566206	32.891700	38.083795	30.692889	50.489109	0.196393	0.000000	29.729094	0.000000	46.987773	30.174618	54.246907	53.136111	52.977245	45.921406	96.945783	9.027944	0.000000	29.870840	465.388446	53.072616	61.975029
12:00:00.000 AM 4/4/2015		23.999334	37.501268	33.051769	36.524145	21.269021	53.066494	6.201819	0.000000	30.074203	214.124645	40.458980	35.736671	24.068327	18.142485	23.525498	10.446016	35.896208	0.030060	0.000000	29.911144	0.000000	34.334688	12.703206	50.941916	46.202794	49.252495	30.206403	77.000000	11.708583	0.000000	30.172034	778.792829	45.732782	71.366393
12:00:00.000 AM 4/5/2015		24.000774	47.845939	47.197656	46.474765	32.559513	57.554421	2.657569	0.000000	30.018307	180.130107	45.057931	46.600206	36.179208	36.129901	35.879208	25.737512	34.150794	0.099800	0.000000	29.958235	0.000000	37.332820	24.155583	61.285913	60.306548	58.004365	37.332984	80.713147	9.075547	0.000000	30.062727	697.560000	54.141573	81.988182
12:00:00.000 AM 4/6/2015		24.000361	46.169896	45.959204	45.489449	37.870374	74.516566	1.529367	0.000000	29.996555	127.504100	48.107429	44.171842	31.179042	31.162450	30.995808	28.993388	53.483101	0.006085	0.000000	29.953147	0.000000	38.680572	14.812448	61.709344	61.584493	60.058648	44.627179	93.570577	4.335984	0.000000	30.049026	468.986056	57.206335	81.162186
12:00:00.000 AM 4/7/2015		23.999833	44.396983	44.066737	44.238669	39.568439	83.299363	1.040396	0.001157	30.064678	61.383507	51.464723	44.008944	38.243400	37.650800	38.143400	35.692262	73.278330	0.234592	0.000000	30.016221	0.000000	48.541928	35.588823	51.269185	51.248310	50.964215	43.657076	90.801193	1.901804	0.022705	30.106474	253.124248	54.490226	55.628499
12:00:00.000 AM 4/8/2015		23.999258	39.848580	39.259373	39.887514	38.236948	93.912512	1.281488	0.000476	29.960576	47.007375	46.692223	40.037242	36.741634	34.444600	36.741634	34.480374	90.411405	0.167665	0.000000	29.895792	0.000000	43.513537	33.968128	44.487599	43.709800	44.687600	43.215596	96.000000	3.562000	0.011360	30.083303	162.933868	49.132975	48.547473
12:00:00.000 AM 4/9/2015		24.001044	48.169142	47.604108	48.489270	47.254820	96.576830	2.227932	0.039401	29.761787	41.080392	48.331496	47.336396	38.269921	36.113745	38.269921	37.230241	93.255489	0.281437	0.000000	29.524955	0.000000	43.528345	36.327071	63.020120	62.918128	63.984659	62.665434	99.000000	4.346614	0.402590	29.980873	202.589641	57.154692	65.398865
12:00:00.000 AM 4/10/2015		24.000254	51.985373	48.435298	51.666290	44.345380	76.344868	9.033434	0.006143	29.619430	183.402039	55.177048	54.311767	40.824404	36.762302	40.724405	36.698028	51.772908	3.042169	0.000000	29.364385	0.000000	50.914081	36.094368	64.027766	63.773038	64.831791	61.440226	96.764471	13.526104	0.119802	29.919331	749.996040	58.859977	76.793827
12:00:00.000 AM 4/11/2015		23.999665	47.825098	46.362750	46.679184	35.334794	65.664628	4.017598	0.000000	30.092548	262.998659	49.285297	47.277678	34.727160	32.803579	34.541151	31.216217	38.862550	0.141434	0.000000	29.954221	0.000000	41.328984	22.877487	60.708964	60.082107	57.895219	40.124358	92.862275	8.699203	0.000000	30.151076	871.428287	56.464362	84.993710
12:00:00.000 AM 4/12/2015		23.999690	52.893914	52.588405	51.469779	37.041887	55.797442	2.946079	0.000000	30.107514	234.859890	51.742365	48.330703	38.983218	38.979540	38.388276	29.755715	42.067594	0.000000	0.000000	30.013938	0.000000	40.749908	16.979520	65.487276	65.006163	63.081909	42.081026	69.875862	6.928287	0.000000	30.178769	797.185259	62.041989	90.805232
12:00:00.000 AM 4/15/2015		23.998856	51.995043	51.900109	49.962565	30.886474	47.048140	1.433765	0.000000	30.227600	262.445043	53.013578	49.160055	39.391129	39.362298	38.792540	27.648703	28.848303	0.009960	0.000000	30.159427	0.000000	42.235034	20.667350	63.870635	63.747024	60.106151	33.165197	71.381238	3.502994	0.000000	30.293624	832.139721	64.159864	93.225923
12:00:00.000 AM 4/17/2015		23.999774	62.769184	62.524597	61.984879	47.499135	62.985318	2.382077	0.000000	29.946233	253.660873	62.404022	63.909421	47.514571	45.716567	47.714571	43.984092	32.458000	0.002012	0.000000	29.887475	0.000000	52.403038	38.546274	77.001022	76.821063	75.831493	54.309855	94.272000	4.603272	0.000000	30.003711	839.754527	73.233850	109.336426
12:00:00.000 AM 4/18/2015		23.999306	62.634132	62.588105	60.754345	40.451832	46.331618	1.646027	0.000000	29.955488	259.024127	62.928376	61.175397	51.685657	51.647273	50.142222	25.988165	26.707753	0.000000	0.000000	29.897413	0.000000	53.449848	36.335498	75.494377	75.487751	74.133936	48.645451	65.000000	5.547475	0.000000	30.041521	827.211268	74.029542	106.152702
12:00:00.000 AM 4/19/2015		24.000441	50.856453	50.460599	49.927445	38.691879	64.219793	2.071723	0.014900	29.781946	179.698310	56.029047	49.512598	41.856199	41.792199	41.256200	31.947509	46.979920	0.300000	0.000000	29.367412	0.000000	46.101367	27.658471	60.811647	60.422645	58.631928	50.330879	95.139442	6.205179	0.127580	30.022625	806.489960	64.365096	88.828185
12:00:00.000 AM 4/20/2015		23.999939	52.962557	50.295117	53.021204	49.372574	87.906838	7.588038	0.017056	29.267502	80.343476	56.296797	51.857961	44.304032	40.526430	44.004032	37.613826	72.741848	2.174349	0.000000	29.133414	0.000000	51.950658	38.709786	61.287936	58.588800	61.245040	55.968785	97.812652	12.983957	0.131643	29.487597	521.251337	60.295682	73.666545
12:00:00.000 AM 4/21/2015		23.999144	44.104579	39.963738	43.472656	33.798882	67.915608	7.999880	0.002200	29.511186	133.559818	46.570725	43.355380	39.026558	35.843137	38.670461	30.439592	50.621984	3.718919	0.000000	29.485920	0.000000	44.239978	28.983813	48.964075	45.069705	47.790348	36.280521	86.124668	12.569892	0.020730	29.576451	420.392000	50.842959	60.955596
12:00:00.000 AM 4/22/2015		23.999655	36.515964	31.968816	35.930489	27.188411	69.057407	6.421860	0.000000	29.631258	99.452301	38.919066	32.755779	33.934569	29.494906	33.534568	24.203207	57.224599	1.251969	0.000000	29.528278	0.000000	36.954322	22.762510	38.660378	35.337197	37.974124	31.116526	81.675603	10.968000	0.000000	29.763402	406.099462	43.350487	43.149550
12:00:00.000 AM 4/24/2015		24.000096	42.958413	42.339605	41.513149	25.394431	53.768598	1.976826	0.000000	29.984027	292.717968	41.892106	42.626108	28.821800	28.692446	28.469000	22.300395	28.477046	0.000000	0.000000	29.906141	0.000000	32.852941	7.199416	58.245310	58.077046	54.732734	35.177047	77.204000	6.222445	0.000000	30.057570	850.352705	54.742509	86.893340
12:00:00.000 AM 4/25/2015		24.000326	44.750616	44.351546	44.000209	33.585943	66.888060	1.338249	0.002002	29.809734	185.624382	51.801717	48.323345	36.294780	36.264057	36.194778	29.277705	42.626747	0.040080	0.000000	29.711612	0.000000	45.323292	32.884324	52.871713	52.711554	51.018725	36.927636	91.702595	3.666667	0.037896	29.943264	617.679359	59.130918	75.037008
12:00:00.000 AM 4/26/2015		23.998891	46.221841	45.466499	44.928285	30.795708	56.173387	2.278814	0.000000	29.815991	255.971438	49.792713	45.227255	33.724601	31.625251	33.224601	26.315153	41.914172	0.006024	0.000000	29.754024	0.000000	39.465735	19.833742	56.554618	56.130321	54.177711	34.482684	74.000000	5.364542	0.000000	29.860386	970.675944	58.424940	88.221606
12:00:00.000 AM 4/27/2015		24.000889	43.797874	42.299748	43.269260	34.827547	70.907754	3.063513	0.000000	29.925317	98.813996	46.271465	39.668043	38.399002	38.161122	38.071058	31.829127	59.404858	0.000000	0.000000	29.853175	0.000000	42.571944	18.338732	49.963968	48.643539	49.163967	36.636824	80.740079	5.426559	0.000000	30.015142	346.253521	50.573714	59.789805
12:00:00.000 AM 4/28/2015		24.000690	50.306550	50.153494	49.167715	37.509438	63.803675	1.306836	0.000000	29.992215	294.605918	50.622685	49.839963	35.496378	35.483702	35.296378	31.555095	43.412955	0.000000	0.000000	29.879998	0.000000	37.014466	17.511744	65.114372	65.110729	62.796964	42.296934	85.986111	4.480962	0.000000	30.082825	851.949900	66.441469	96.507030
12:00:00.000 AM 4/29/2015		23.998886	54.065050	53.954446	52.945158	41.356865	64.230218	1.599123	0.000288	29.777987	200.719588	56.511425	50.087469	40.325955	40.325955	40.177868	36.581442	44.759596	0.000000	0.000000	29.698298	0.000000	45.396532	21.937000	66.115555	66.078182	64.018787	44.357224	87.519115	6.504000	0.006861	29.890340	770.744511	66.426377	96.611505
12:00:00.000 AM 5/2/2015		23.999970	63.799917	63.729956	62.408189	43.630526	49.973175	1.891869	0.000000	29.943316	301.682834	63.073571	63.729658	49.955050	49.952079	49.578614	40.866244	33.809901	0.047619	0.000000	29.877129	0.000000	52.289399	36.403919	76.541352	76.432803	75.404175	46.605268	70.855446	4.972000	0.000000	30.000064	878.950298	74.866676	107.126391
12:00:00.000 AM 5/3/2015		23.999773	68.169983	67.996664	66.891129	46.801019	47.688880	2.917510	0.000000	29.914584	293.374025	65.334405	66.159242	53.712127	53.709741	52.670974	41.310601	33.990060	0.023904	0.000000	29.882544	0.000000	53.513960	36.493417	80.266800	79.997416	78.671173	51.226191	63.889780	7.221557	0.000000	29.954922	885.393214	76.799677	108.105587
12:00:00.000 AM 5/6/2015		23.999767	59.743580	59.734888	60.453264	55.606444	87.281848	0.966028	0.017761	30.137041	220.845212	62.635676	67.831645	49.488462	49.488462	50.088460	48.672963	68.920635	0.056680	0.000000	30.060252	0.000000	52.986416	47.616234	74.339165	74.332604	75.880914	63.498042	98.000000	2.600798	0.150982	30.184778	769.798403	75.744570	109.130029
12:00:00.000 AM 5/7/2015		24.001529	67.718346	67.695017	68.270982	57.820972	73.581430	1.903413	0.000000	30.013528	287.155801	70.488931	70.396187	53.235141	53.235141	53.531400	51.756690	50.096647	0.000000	0.000000	29.909369	0.000000	59.816171	39.946481	83.932335	83.846706	85.761078	64.287864	96.936508	5.366864	0.000000	30.085050	871.043825	81.234971	118.031331
12:00:00.000 AM 5/8/2015		23.999786	71.621062	71.542838	72.654232	60.314536	69.950290	2.571535	0.009557	29.891358	269.652697	72.481235	72.653182	57.522645	57.522645	57.423447	53.146022	46.727634	0.000000	0.000000	29.825932	0.000000	62.563726	45.422549	87.333996	87.110934	89.458052	65.352395	92.747012	7.167665	0.186300	29.929493	892.948104	82.351713	113.169948
12:00:00.000 AM 5/9/2015		24.000229	70.589019	70.485647	71.966069	64.132505	81.677963	2.064457	0.001797	29.913469	206.949830	72.829562	72.537938	60.884000	60.884000	61.467400	59.879123	59.200795	0.000000	0.000000	29.884549	0.000000	65.441821	48.130111	82.288271	82.168987	84.498409	67.177572	97.500000	7.027723	0.027103	29.951992	753.269841	79.859419	107.690917
12:00:00.000 AM 5/10/2015		23.999363	67.876097	67.849144	69.374510	64.159559	88.425258	1.417276	0.034044	29.925370	167.614732	73.467881	70.551703	58.906814	58.906414	59.304609	57.240398	69.235644	0.268687	0.000000	29.876066	0.000000	67.146799	57.232803	79.534851	79.342178	81.973465	69.182128	96.978044	4.398406	0.369462	29.977450	778.128713	78.883818	103.450419
12:00:00.000 AM 5/12/2015		23.999817	52.449181	50.546292	52.190267	45.101624	76.091624	5.902913	0.000000	29.886291	65.561331	58.205305	50.104910	47.466069	46.532411	47.466069	41.972464	70.648810	1.942116	0.000000	29.702394	0.000000	51.511903	41.486665	63.858218	63.400000	64.429703	58.918578	85.379242	8.305556	0.000000	30.107694	257.805556	69.885092	59.383495
12:00:00.000 AM 5/13/2015		23.999685	48.181473	46.631958	47.698475	39.900118	73.370868	3.591350	0.000000	30.279835	182.326705	50.743396	49.755154	42.165483	38.086391	41.797239	35.488639	59.264940	0.000000	0.000000	30.109652	0.000000	46.261676	26.209415	56.138845	56.131873	54.792032	42.108463	83.299799	6.767258	0.000000	30.367555	485.218000	56.020140	75.256834
12:00:00.000 AM 5/14/2015		23.999463	50.461494	50.309953	49.280618	38.025387	65.849796	1.632383	0.000000	30.295825	244.477278	53.147688	49.400524	36.193775	36.192570	36.093775	33.473607	34.620278	0.001996	0.000000	30.129327	0.000000	43.178284	20.097011	62.442744	62.178529	59.204771	44.063257	92.000000	3.898810	0.000000	30.403612	938.307540	62.196130	98.628848
12:00:00.000 AM 5/15/2015		24.001249	61.349950	61.202830	62.115402	55.915124	82.918340	1.905643	0.004071	29.969514	131.346805	60.922621	63.494679	47.556461	47.552286	47.761432	42.253815	69.784861	0.002004	0.000000	29.867805	0.000000	53.499006	44.206111	76.944423	76.944423	78.822908	66.319041	96.195266	5.003945	0.083525	30.115235	486.984095	70.498248	89.351838
12:00:00.000 AM 5/16/2015		23.998440	68.332735	68.321350	69.817472	64.510581	88.165753	1.017605	0.001638	29.950617	151.898688	71.172660	71.023374	61.185714	61.185714	61.715895	59.640551	71.647525	0.000000	0.000000	29.906125	0.000000	65.371593	54.905194	77.146322	77.056660	79.441551	68.025976	97.000000	3.397614	0.028020	29.986926	591.000000	78.304646	102.795483
12:00:00.000 AM 5/17/2015		24.001747	71.503097	71.434191	73.688575	67.527446	88.090668	2.268432	0.000000	29.953335	187.716373	74.746269	75.194551	64.624249	64.624249	65.805011	63.928151	67.081349	0.222445	0.000000	29.876737	0.000000	68.919805	57.913177	82.121429	81.930159	85.866270	72.081595	98.000000	5.687129	0.000000	30.022320	683.626747	80.718987	105.047361
12:00:00.000 AM 5/18/2015		23.999633	75.070590	74.998576	77.125700	66.496843	76.683038	2.955607	0.001678	29.870782	236.414776	77.180868	78.509371	68.265806	68.264414	68.489841	56.435924	52.914683	0.662675	0.000000	29.808864	0.000000	71.636245	58.582811	84.734258	84.623367	87.450496	69.419521	97.000000	5.139442	0.021018	29.909458	916.883399	83.610202	113.998916
12:00:00.000 AM 5/19/2015		24.000193	51.733860	50.112048	51.203087	42.397336	70.574514	5.204055	0.000000	29.971341	89.395945	57.376572	49.834636	44.864016	41.502783	44.197614	34.238116	61.948413	3.033865	0.000000	29.871946	0.000000	49.902873	38.951884	64.381944	63.840873	63.936508	52.271891	79.820717	6.740079	0.000000	30.067012	231.906375	72.825083	58.855990
12:00:00.000 AM 5/20/2015		23.999997	48.648992	47.805528	47.571927	36.062862	63.119947	1.968208	0.000000	30.076750	266.190255	52.742862	55.048839	37.745021	35.215769	37.345019	30.652238	44.802395	0.001988	0.000000	29.980108	0.000000	41.784833	29.265790	61.253693	61.252096	58.931138	41.609803	77.893281	5.428571	0.000000	30.148783	870.180556	65.859924	97.257421
12:00:00.000 AM 5/23/2015		23.999580	59.052623	59.023477	57.772248	38.741686	50.894737	1.501494	0.000000	30.249316	335.324423	61.249118	59.937732	36.852295	36.852295	36.540319	29.421024	27.490157	0.000000	0.000000	30.172761	0.000000	44.862898	16.540082	77.909449	77.889961	76.256890	46.171837	78.502994	3.816733	0.000000	30.325489	950.755467	76.415650	111.865153
12:00:00.000 AM 5/24/2015		24.000158	66.993897	66.988177	66.726121	52.809999	61.993441	0.889987	0.000000	30.102402	173.444205	68.005985	64.731853	51.842339	51.842339	51.740726	45.801172	44.656064	0.000000	0.000000	29.962805	0.000000	56.827959	35.340588	79.266800	79.258450	78.899404	59.737626	83.449799	3.120792	0.000000	30.186788	536.964356	77.777115	97.647647
12:00:00.000 AM 5/25/2015		23.999509	72.373359	72.075114	73.414430	61.701760	69.459061	3.950244	0.004511	29.873830	182.308221	72.158426	73.174292	64.411447	64.411447	64.315060	54.308896	58.824701	0.998000	0.000000	29.807910	0.000000	64.880375	55.107787	80.926984	80.106151	82.670237	68.657914	84.237624	8.685259	0.078554	29.954429	707.477228	79.409908	99.403714
12:00:00.000 AM 5/26/2015		24.000686	70.915266	70.834262	72.828410	65.772053	84.773827	2.370960	0.008077	29.866400	164.742748	73.873050	72.671451	62.790420	62.790420	63.534532	61.132830	62.986056	0.134269	0.000000	29.748077	0.000000	65.693627	52.749597	83.122709	82.800598	86.774503	69.378204	95.808765	6.794821	0.110554	29.955064	731.567729	83.405870	111.334724
12:00:00.000 AM 5/27/2015		24.001345	70.321339	70.104404	71.587567	63.352019	79.546064	3.468339	0.000000	29.852775	212.135999	72.548424	71.231427	63.268452	63.230754	64.115278	58.950669	62.691089	0.704000	0.000000	29.794457	0.000000	66.396581	55.921052	77.937278	77.517357	79.977515	67.485499	95.854582	8.168317	0.000000	29.967053	667.695050	78.909019	98.122547
12:00:00.000 AM 5/28/2015		24.000044	68.522791	68.495872	68.888995	58.182906	71.623671	1.436462	0.000000	30.097603	314.182226	73.087849	71.700738	55.818164	55.818164	56.018164	54.093513	53.401590	0.000000	0.000000	29.981157	0.000000	59.748608	43.087334	80.282806	80.260474	80.945257	62.649725	95.450000	5.047714	0.000000	30.159689	874.408730	86.471597	115.357532
12:00:00.000 AM 5/29/2015		24.000025	70.946099	70.867895	72.653478	63.266018	77.278137	2.441982	0.000000	29.980096	221.422726	73.143759	74.000754	58.439279	58.439279	58.339279	52.990802	62.326044	0.000000	0.000000	29.861903	0.000000	62.487099	47.771833	83.837972	83.749304	88.060040	70.715503	86.014000	5.457256	0.000000	30.085002	831.137177	83.525575	115.334567
