Timestamp_Dly	Dom_Wind_Direction_Dly	ENV__Dur_(Hrs)_Dly	Outside_Temp_(°F)_Dly-Ave	Wind_Chill_(°F)_Dly-Ave	Heat_Index_(°F)_Dly-Ave	Dew_Point_(°F)_Dly-Ave	Outside_Humidity_(%)_Dly-Ave	Wind_Speed_(mph)_Dly-Ave	Rain_Rate_(in/hr)_Dly-Ave	Barometer_(inHg)_Dly-Ave	Solar_Radiance_(W/m2)_Dly-Ave	Gr_Roof_Temp_(°F)_Dly-Ave	Wh_Roof_Temp_(°F)_Dly-Ave	Outside_Temp_(°F)_Dly-Min	Wind_Chill_(°F)_Dly-Min	Heat_Index_(°F)_Dly-Min	Dew_Point_(°F)_Dly-Min	Outside_Humidity_(%)_Dly-Min	Wind_Speed_(mph)_Dly-Min	Rain_Rate_(in/hr)_Dly-Min	Barometer_(inHg)_Dly-Min	Solar_Radiance_(W/m2)_Dly-Min	Gr_Roof_Temp_(°F)_Dly-Min	Wh_Roof_Temp_(°F)_Dly-Min	Outside_Temp_(°F)_Dly-Max	Wind_Chill_(°F)_Dly-Max	Heat_Index_(°F)_Dly-Max	Dew_Point_(°F)_Dly-Max	Outside_Humidity_(%)_Dly-Max	Wind_Speed_(mph)_Dly-Max	Rain_Rate_(in/hr)_Dly-Max	Barometer_(inHg)_Dly-Max	Solar_Radiance_(W/m2)_Dly-Max	Gr_Roof_Temp_(°F)_Dly-Max	Wh_Roof_Temp_(°F)_Dly-Max
12:00:00.000 AM 4/28/2016		24.000000	43.782303	43.513864	43.055688	31.809919	63.664606	0.869515	0.003075	16.441000	77.573866	49.910616	43.176302	38.464171	38.327095	38.204278	20.258229	41.918750	0.090746	0.000000	16.441000	0.000000	45.508113	35.318319	47.094543	46.987129	46.394544	36.738557	86.171735	2.385305	0.065704	16.441000	305.660698	54.340239	54.809906
12:00:00.000 AM 4/29/2016		24.000000	46.685267	46.494798	46.148321	36.789609	68.378825	0.832811	0.000000	16.441000	122.553515	51.665624	50.346822	42.195922	41.936702	41.756826	32.585475	63.016919	0.000000	0.000000	16.441000	0.000000	45.463068	40.440883	50.838427	50.761303	50.236980	40.480923	75.421149	2.660477	0.000000	16.441000	464.952170	59.169802	70.453517
12:00:00.000 AM 4/30/2016		23.999722	47.622066	47.441822	47.278691	40.730855	78.054243	1.018169	0.030463	16.441000	129.439255	53.023818	46.609059	39.073593	39.073593	38.742468	32.771031	57.089512	0.000000	0.000000	16.441000	0.000000	45.446868	23.135111	55.513715	55.290463	54.239510	46.560196	96.000000	4.061706	0.160180	16.441000	586.482821	59.244685	73.771228
12:00:00.000 AM 5/1/2016		24.000278	48.179146	48.017520	48.525887	46.655421	94.490612	0.886679	0.001596	16.441000	51.784309	52.656632	48.746115	45.456440	44.955098	45.637477	43.255755	88.317008	0.156616	0.000000	16.441000	0.000000	49.987218	42.522711	51.925596	51.671314	52.139100	49.846786	97.457475	1.926743	0.038362	16.441000	203.634276	56.210971	60.264929
12:00:00.000 AM 5/4/2016		23.999444	49.893587	49.349593	49.912142	45.612829	85.434343	2.371647	0.013060	16.441000	86.695095	55.035216	47.433414	45.626986	45.247336	45.763756	43.069555	73.964318	0.100677	0.000000	16.441000	0.000000	52.283273	39.129545	57.422151	56.497072	56.845037	49.179415	93.570410	6.514706	0.187477	16.441000	388.327539	57.993938	68.684837
12:00:00.000 AM 5/5/2016		24.000000	54.499156	53.636182	53.653582	43.796259	69.886611	3.427652	0.000000	16.441000	235.074680	55.365990	53.962290	42.721258	40.211604	42.821257	38.901704	48.500891	0.000000	0.000000	16.441000	0.000000	47.079102	33.343272	63.752181	63.283943	62.245941	48.102610	95.524955	5.912078	0.000000	16.441000	895.311828	62.911401	90.418052
12:00:00.000 AM 5/6/2016		24.000278	60.571220	60.519335	59.292687	43.112933	54.868463	1.573522	0.000000	16.441000	294.704097	59.673369	61.323663	45.981327	45.932478	45.667523	38.791298	36.063506	0.000000	0.000000	16.441000	0.000000	47.726925	31.214123	73.830972	73.811637	72.623016	46.257066	78.883186	2.943330	0.000000	16.441000	872.959507	72.556675	107.945148
12:00:00.000 AM 5/7/2016		24.000000	61.415367	61.287467	60.795886	49.538293	65.512886	2.470203	0.000000	16.441000	192.152531	62.570092	61.450292	52.002875	51.969272	51.602695	44.198025	53.496916	0.119454	0.000000	16.441000	0.000000	54.864903	36.457315	73.315330	72.961497	73.192776	56.293875	74.689128	6.171986	0.000000	16.441000	523.187665	70.284780	94.121439
12:00:00.000 AM 5/8/2016		24.000000	56.614335	56.168460	54.521250	35.601376	47.464199	3.713083	0.000000	16.441000	250.578959	57.025563	56.065042	42.637675	42.350175	42.029283	33.268233	30.772130	0.513656	0.000000	16.441000	0.000000	47.999532	28.363882	68.020928	67.342382	64.543520	41.513651	70.994714	6.481611	0.000000	16.441000	884.762445	64.779993	95.245925
12:00:00.000 AM 5/9/2016		23.999722	53.618153	53.416286	52.367909	39.244658	59.166699	2.086769	0.000000	16.441000	228.293317	56.983017	51.516083	42.115488	42.115488	41.738317	34.773350	46.334579	0.000000	0.000000	16.441000	0.000000	45.036496	21.316301	64.114205	64.004392	62.030841	43.984517	78.379032	6.262911	0.000000	16.441000	697.838262	68.405280	91.159859
12:00:00.000 AM 5/10/2016		24.000556	49.539988	49.324473	49.466615	43.963205	81.584470	1.132052	0.007231	16.441000	63.779332	54.585069	47.250087	45.723408	45.690075	45.623409	39.727917	65.691300	0.187970	0.000000	16.441000	0.000000	52.236676	40.289034	52.966357	52.530762	52.327974	48.586801	93.087279	3.540187	0.062100	16.441000	207.873606	57.291138	55.133549
12:00:00.000 AM 5/14/2016		23.999444	44.946337	41.350548	44.715359	38.996163	80.060316	6.679506	0.012042	16.441000	114.356475	51.781560	44.620721	39.613690	36.522974	39.075042	31.192790	65.882402	0.732053	0.000000	16.441000	0.000000	44.336705	34.872365	52.879233	52.851376	52.981735	49.856793	95.501251	10.991660	0.114003	16.441000	421.235392	60.615003	58.636540
12:00:00.000 AM 5/15/2016		24.000000	40.912122	37.951728	40.212334	29.632589	65.165849	5.006614	0.000000	16.441000	184.729817	43.571804	40.081581	34.781119	30.272180	34.622557	26.649331	48.923977	0.382623	0.000000	16.441000	0.000000	39.598245	21.241012	46.686800	42.915455	45.486800	32.180193	88.001669	8.079299	0.000000	16.441000	540.118630	47.627316	64.901449
12:00:00.000 AM 5/17/2016		24.000278	56.823264	56.790432	56.030374	46.208916	68.775859	0.832489	0.000000	24.700001	167.976824	61.292128	59.649949	51.513025	51.511176	50.463277	36.899270	53.960537	0.000000	0.000000	24.700001	0.000000	54.843770	45.093586	63.451640	63.435829	62.063162	49.475210	88.961571	2.031960	0.000000	24.700001	582.821998	68.486662	84.128212
12:00:00.000 AM 5/18/2016		24.000278	55.788960	55.729741	54.112586	37.757780	51.835852	1.085861	0.000000	24.700001	292.878835	60.234523	56.686759	42.144454	42.001093	41.414958	30.315008	38.214646	0.000000	0.000000	24.700001	0.000000	48.109881	27.295657	66.039983	66.028872	63.487794	41.786692	70.009267	2.841884	0.000000	24.700001	920.613636	71.092278	102.373657
12:00:00.000 AM 5/19/2016		24.000000	58.643411	58.585957	57.232613	42.157468	57.662624	1.564695	0.000000	24.700001	294.308201	60.896744	56.906395	41.853204	41.853204	41.692158	37.984788	35.485690	0.000000	0.000000	24.700001	0.000000	48.262986	22.381134	72.260101	72.239057	70.081061	46.081178	86.048061	5.448276	0.000000	24.700001	865.479394	73.452918	103.207190
12:00:00.000 AM 5/21/2016		23.999722	63.170934	63.153595	61.904024	46.369969	55.840188	1.119673	0.000000	24.700001	187.421367	66.138262	63.786943	53.527458	53.520848	53.103814	42.379972	39.602205	0.060272	0.000000	24.700001	0.000000	58.244113	41.683197	73.728523	73.627080	72.765111	48.793876	77.283898	2.837998	0.000000	24.700001	739.224958	75.895416	98.339638
12:00:00.000 AM 5/22/2016		24.000278	63.054160	62.874801	61.599643	44.735656	52.665488	2.611427	0.000000	24.700001	312.904572	68.120474	64.274464	51.488634	51.488634	50.354707	36.036016	35.658454	0.008482	0.000000	24.700001	0.000000	57.297026	26.082995	73.705009	73.591087	72.485484	51.878548	70.322034	6.427481	0.000000	24.700001	905.428329	81.659071	104.649066
12:00:00.000 AM 5/23/2016		23.999722	63.438848	63.426719	61.896457	40.463977	48.121502	0.897259	0.000000	24.700001	329.147214	69.319715	62.796603	41.799830	41.799830	41.399830	34.889709	24.296610	0.000000	0.000000	24.700001	0.000000	48.559418	19.076583	80.884648	80.882952	78.288170	50.026249	76.797963	2.699407	0.000000	24.700001	932.483051	89.974427	119.673929
12:00:00.000 AM 5/24/2016		24.000556	72.385641	72.374819	71.750703	52.776332	53.169174	1.335474	0.000000	24.700001	310.077420	76.800548	72.452770	54.308673	54.308673	53.828361	46.693707	34.181202	0.008666	0.000000	24.700001	0.000000	57.462312	35.070070	87.658679	87.617189	86.520373	56.667564	77.787013	3.737021	0.000000	24.700001	907.754894	95.978775	124.165792
12:00:00.000 AM 6/2/2016		24.000278	71.629920	71.571252	71.754452	57.944476	66.272313	2.784035	0.000000	24.700001	311.500278	72.768728	75.693865	61.680217	61.680217	62.383056	51.920348	40.042571	0.000000	0.000000	24.700001	0.000000	65.354466	47.908757	83.544407	83.382971	83.572037	63.218208	97.461603	4.889816	0.000000	24.700001	911.708924	82.225706	117.119846
12:00:00.000 AM 6/3/2016		23.999444	69.818784	69.805207	69.605998	54.800941	61.087005	1.329072	0.000000	24.700001	318.946432	70.838686	72.587974	55.395405	55.380618	55.295406	50.404068	39.704261	0.000000	0.000000	24.700001	0.000000	58.504486	38.020361	82.715622	82.715622	82.248872	57.505613	85.355054	3.024227	0.000000	24.700001	858.636288	83.448254	118.036189
12:00:00.000 AM 6/4/2016		24.000000	66.912157	66.886346	67.519872	59.575086	78.937013	1.676879	0.061382	24.700001	163.010982	69.823833	65.634597	59.000419	59.000419	59.000419	54.527785	51.048780	0.000000	0.000000	24.700001	0.000000	62.508256	46.946234	80.639024	80.511606	80.984609	63.190654	97.000000	4.552101	0.836005	24.700001	764.857864	80.277188	110.138577
12:00:00.000 AM 6/16/2016		24.000278	66.904807	66.765010	68.405878	64.635170	92.546225	3.383675	0.027757	24.700001	107.347171	71.032947	66.058531	62.889748	62.861345	63.589496	60.203243	80.972315	0.102954	0.000000	24.700001	0.000000	67.292268	55.233931	74.510738	74.065520	76.862584	69.140927	98.000000	6.555369	0.308508	24.700001	531.906957	75.684369	90.075924
12:00:00.000 AM 6/17/2016		24.000278	74.156618	74.151724	74.106371	57.095451	59.210913	1.313153	0.000000	24.700001	333.418838	72.362840	78.007360	59.208074	59.203028	59.210429	52.486328	35.037975	0.000000	0.000000	24.700001	0.000000	60.464637	44.722222	88.505148	88.503460	87.631223	61.250128	89.984034	3.262185	0.000000	24.700001	925.500422	84.943480	124.805670
12:00:00.000 AM 6/20/2016		23.999722	80.396466	80.311929	84.704420	68.515271	67.841383	3.695829	0.000000	24.700001	249.789339	81.229418	82.779974	70.558325	70.558325	71.160836	59.008616	56.002523	0.110460	0.000000	24.700001	0.000000	70.813998	59.417567	90.065517	89.962489	98.823213	73.458106	85.097990	8.112700	0.000000	24.700001	803.121951	91.823432	113.096642
12:00:00.000 AM 6/21/2016		23.999722	71.651512	71.514249	71.181051	54.068020	55.171966	2.890080	0.000000	24.700001	313.224177	76.517101	73.178326	57.848789	57.848789	57.427736	50.479423	40.700761	0.009354	0.000000	24.700001	0.000000	64.638894	42.209995	82.589180	82.154607	82.235926	59.395298	76.442774	7.212838	0.000000	24.700001	853.074262	88.026027	112.506059
12:00:00.000 AM 6/22/2016		24.000000	73.524611	73.519948	73.962156	58.501587	60.588109	1.070558	0.000000	24.700001	259.272638	77.481533	78.240687	61.158644	61.158305	60.819491	51.574477	44.364250	0.000000	0.000000	24.700001	0.000000	63.104306	48.694865	84.769984	84.750254	85.677656	65.791887	81.231933	2.548061	0.000000	24.700001	888.608622	90.963826	118.471887
12:00:00.000 AM 6/23/2016		24.000556	70.283432	70.283248	71.196111	61.116930	73.709236	0.341890	0.000000	24.700001	136.834143	77.062037	72.480704	62.965086	62.965086	62.410776	51.358601	53.623499	0.000000	0.000000	24.700001	0.000000	72.262291	48.271799	79.961492	79.961492	80.520669	66.470963	90.681780	1.330494	0.000000	24.700001	692.403945	84.146327	107.364691
12:00:00.000 AM 6/24/2016		23.999722	72.132440	72.131194	71.561856	53.041006	53.337009	0.627077	0.000000	24.700001	331.106631	77.052280	76.536453	56.737756	56.737756	56.014470	45.861082	33.587124	0.000000	0.000000	24.700001	0.000000	60.863442	44.264328	87.267468	87.267468	86.042489	58.156760	72.887564	1.733275	0.000000	24.700001	915.466210	95.936913	124.198724
12:00:00.000 AM 6/25/2016		24.000278	74.412986	74.410737	74.412870	56.882491	58.216522	0.947073	0.000000	24.700001	331.827354	77.503385	76.781533	57.579844	57.579844	57.525891	53.567648	34.284490	0.000000	0.000000	24.700001	0.000000	59.863648	38.453177	90.051157	90.051157	89.735476	60.656571	86.460469	3.798605	0.000000	24.700001	923.751520	95.536833	129.689947
12:00:00.000 AM 6/26/2016		23.999722	76.962114	76.953828	81.472202	69.384512	78.595812	1.584076	0.000000	24.700001	199.420454	82.389360	78.129601	64.106043	64.106043	64.959982	61.421793	62.465372	0.055166	0.000000	24.700001	0.000000	69.040404	53.742639	90.006457	89.989890	101.448428	75.658842	92.107627	4.396771	0.000000	24.700001	597.671198	96.982928	112.978719
12:00:00.000 AM 6/27/2016		23.999722	79.058566	78.999182	80.674282	64.270188	64.852726	3.808345	0.000000	24.700001	333.810187	83.506581	82.911730	68.157908	68.157908	69.691546	59.189795	36.314310	0.519558	0.000000	24.700001	0.000000	72.748624	58.839702	92.111734	92.103826	93.515901	70.207124	95.000000	8.068995	0.000000	24.700001	952.586441	96.611928	123.530776
12:00:00.000 AM 6/28/2016		24.000278	64.897154	64.653500	65.029784	55.836774	72.735547	3.832269	0.000000	24.700001	252.261065	73.935233	68.059926	57.695798	57.695798	57.595798	52.852610	63.388366	0.000000	0.000000	24.700001	0.000000	67.505023	39.917110	68.743359	68.117224	68.608740	58.787301	83.879931	6.650984	0.000000	24.700001	856.126604	81.899783	99.386969
12:00:00.000 AM 7/1/2016		24.000000	66.951215	66.570010	66.981699	56.235564	69.756562	4.214199	0.010550	24.700001	282.038313	69.987563	71.500610	59.147368	59.147368	58.537928	49.969212	52.425710	0.090909	0.000000	24.700001	0.000000	63.160400	43.842436	74.013021	73.222537	74.009099	60.438018	94.014178	8.653589	0.154671	24.700001	913.507923	74.955565	103.401718
12:00:00.000 AM 7/3/2016		24.000000	69.499696	69.492348	69.073885	53.699818	59.860983	1.108466	0.000000	24.700001	288.631991	74.699036	71.765564	56.771465	56.771297	56.671464	50.412717	40.470193	0.000000	0.000000	24.700001	0.000000	59.512317	42.066066	81.655621	81.653104	81.067870	58.353620	84.107113	3.149706	0.000000	24.700001	906.182580	90.927886	111.488736
12:00:00.000 AM 7/4/2016		24.000278	68.866384	68.802017	69.431870	58.785036	71.655499	1.748548	0.000000	24.700001	236.867535	74.854769	70.688208	54.280944	54.280944	54.380944	51.033512	53.687236	0.000000	0.000000	24.700001	0.000000	58.753836	37.247024	78.715469	78.709298	79.145139	63.460171	91.335021	6.271501	0.000000	24.700001	683.553209	88.314723	105.509196
12:00:00.000 AM 7/5/2016		23.999722	76.782338	76.764918	79.032145	66.026741	70.977782	1.850435	0.000000	24.700001	254.930264	83.033257	81.396247	67.780450	67.780450	69.392650	63.517214	53.174497	0.000000	0.000000	24.700001	0.000000	72.119579	56.804035	86.869714	86.787919	90.964010	68.350792	89.142498	4.636745	0.000000	24.700001	849.979866	94.835555	120.830825
12:00:00.000 AM 7/6/2016		24.000000	78.360809	78.341814	81.891364	67.971561	72.093096	1.737333	0.000000	24.700001	241.232547	84.755818	82.432345	65.671477	65.671477	66.936877	62.997813	53.019312	0.000000	0.000000	24.700001	0.000000	71.076007	55.170372	88.802015	88.799832	94.793703	73.275124	92.905325	4.887490	0.000000	24.700001	632.908249	97.865585	117.660615
12:00:00.000 AM 7/8/2016		24.000278	75.686031	75.643197	79.485497	69.214570	81.821373	1.799669	0.007247	24.700001	276.127410	80.614486	81.193966	66.640222	66.640222	68.252006	64.935878	60.831650	0.004212	0.000000	24.700001	0.000000	72.250628	58.239994	88.506650	88.482996	97.450000	74.168647	97.119492	5.592437	0.130803	24.700001	839.543771	91.706438	123.016686
12:00:00.000 AM 7/9/2016		23.999722	69.893275	69.767987	71.024097	62.110992	76.845270	3.348106	0.000000	24.700001	153.340638	69.898868	71.331962	63.786582	63.783881	64.427680	59.786960	64.546069	0.000000	0.000000	24.700001	0.000000	65.309236	55.462368	76.320796	76.177769	77.529078	63.752824	88.142736	5.891047	0.000000	24.700001	559.582278	73.576149	95.999709
12:00:00.000 AM 7/10/2016		24.000000	73.416219	73.415793	74.733178	63.172894	72.436505	0.427907	0.000000	24.700001	229.038513	74.249018	74.036447	60.856937	60.856937	61.303384	58.847679	52.366245	0.000000	0.000000	24.700001	0.000000	62.247149	48.915832	84.821695	84.821102	87.287034	66.344266	94.000000	1.243220	0.000000	24.700001	858.899489	85.227255	118.989536
12:00:00.000 AM 7/11/2016		24.000278	77.085882	77.082390	79.521526	65.683005	69.788719	1.026177	0.000000	24.700001	226.430093	78.791972	81.166487	65.252936	65.252936	66.212436	61.401556	49.640034	0.000000	0.000000	24.700001	0.000000	66.588564	52.493096	89.085641	89.082667	93.792099	68.464149	87.953408	2.611063	0.000000	24.700001	695.758326	91.939845	118.404012
12:00:00.000 AM 7/12/2016		23.999722	79.193470	79.163129	83.679889	69.125807	73.703301	2.536343	0.018962	24.700001	318.290277	82.494265	84.111670	67.108718	67.108718	68.628080	64.073023	51.353596	0.000000	0.000000	24.700001	0.000000	69.610515	56.851489	92.405137	92.402055	100.783304	72.935986	95.579861	8.085345	0.399285	24.700001	951.093482	99.344504	127.298457
12:00:00.000 AM 7/13/2016		24.000556	78.060994	78.043175	83.270660	71.402013	81.793016	2.033577	0.001143	24.700001	279.424169	80.806026	84.773537	69.889492	69.889492	72.149660	67.569767	59.348498	0.035652	0.000000	24.700001	0.000000	72.549595	62.563491	90.653562	90.652876	101.174114	75.240996	97.756367	4.360947	0.027232	24.700001	912.208791	90.602202	123.211175
12:00:00.000 AM 7/14/2016		24.000000	77.318175	77.202073	79.421495	65.942487	70.633156	3.625577	0.000000	24.700001	261.912087	77.586592	81.928323	68.410043	68.287680	70.374598	61.423974	46.758679	0.000000	0.000000	24.700001	0.000000	71.385255	58.677747	87.564152	87.301610	90.322927	69.545397	93.428331	7.264407	0.000000	24.700001	843.441624	84.373811	115.436005
12:00:00.000 AM 7/16/2016		23.999722	68.386760	68.386760	69.183375	60.813294	77.640127	0.501637	0.000000	24.700001	136.374822	71.170322	70.838483	63.541097	63.541097	64.216779	59.829260	58.657095	0.000000	0.000000	24.700001	0.000000	65.519243	53.237422	76.661825	76.661825	77.314611	61.624917	89.000000	1.756432	0.000000	24.700001	514.279310	78.106263	97.879605
12:00:00.000 AM 7/17/2016		24.000556	73.648715	73.542116	75.630990	65.058029	76.187997	2.535963	0.000000	24.700001	243.454671	74.875188	74.743992	60.405858	60.405858	60.856234	58.951358	54.776440	0.000000	0.000000	24.700001	0.000000	61.193301	46.728892	84.396819	84.031299	88.764746	71.000813	95.867893	6.305245	0.000000	24.700001	759.286822	86.895713	111.831974
12:00:00.000 AM 7/18/2016		24.000000	76.951975	76.889063	79.242095	66.963993	73.078623	2.595007	0.011693	24.700001	233.857011	77.172736	79.918642	69.028560	69.028560	70.908291	61.432026	52.553663	0.041880	0.000000	24.700001	0.000000	72.808485	59.318133	84.704855	84.681601	87.279913	71.509416	95.072034	5.748503	0.279187	24.700001	730.620513	81.313036	108.283535
12:00:00.000 AM 7/19/2016		23.999722	73.451686	73.407665	74.433578	61.096595	67.150511	1.850278	0.000000	24.700001	290.444508	74.160398	74.934711	60.918034	60.918034	61.267863	56.702461	48.761823	0.000000	0.000000	24.700001	0.000000	63.578996	46.900653	84.639467	84.454686	86.249785	65.340908	89.500428	5.813356	0.000000	24.700001	905.873288	84.411748	113.707852
12:00:00.000 AM 7/20/2016		23.999444	74.631359	74.625902	76.338557	62.414817	67.702239	1.200205	0.000000	24.700001	274.692491	77.446314	76.834346	58.978976	58.978976	58.971202	54.197308	46.990525	0.000000	0.000000	24.700001	0.000000	61.495529	44.513140	89.342291	89.342291	93.009786	68.423199	86.000000	3.895390	0.000000	24.700001	819.555362	93.196719	124.663145
12:00:00.000 AM 7/21/2016		24.000000	75.902239	75.862338	80.031374	69.560112	81.874279	2.051846	0.025276	24.700001	192.625036	78.815373	74.986133	66.319698	66.319698	67.477374	61.913289	59.017842	0.000000	0.000000	24.700001	0.000000	69.223502	55.233066	90.842141	90.840272	101.410366	74.536997	95.329633	4.724109	0.582736	24.700001	665.810374	92.056014	112.380080
12:00:00.000 AM 7/22/2016		24.000833	83.121524	83.092284	89.840305	73.377104	74.386495	2.848791	0.000000	24.700001	302.056610	81.040184	89.117231	73.122289	73.122289	76.191673	71.697952	54.932937	0.144054	0.000000	24.700001	0.000000	74.619868	66.399076	93.080442	93.080442	105.774575	75.326250	97.411064	5.749354	0.000000	24.700001	875.608062	90.129114	127.037363
12:00:00.000 AM 7/23/2016		24.000000	82.906433	82.905705	87.223077	69.469731	66.930708	1.015141	0.000000	24.700001	277.752825	81.340256	86.094949	71.320242	71.320242	73.723082	65.793615	41.872396	0.008007	0.000000	24.700001	0.000000	72.938838	63.694782	94.639965	94.639965	101.676562	71.346770	92.650561	3.551813	0.000000	24.700001	881.434896	89.645591	129.881422
12:00:00.000 AM 7/24/2016		23.999444	77.140487	77.135176	81.564978	71.851169	84.081927	0.958451	0.004754	24.700001	109.466340	77.784465	76.571062	72.623077	72.623077	74.116459	64.876895	72.288513	0.000000	0.000000	24.700001	0.000000	73.587557	63.213797	85.761703	85.742598	95.591910	76.629904	93.466949	3.505396	0.055852	24.700001	573.203624	83.505152	110.402599
12:00:00.000 AM 7/26/2016		24.000278	77.561069	77.560989	79.207417	63.840283	65.261882	0.614922	0.000000	24.700001	260.037615	78.344890	78.041133	64.761424	64.761424	65.668375	61.364755	42.080209	0.000000	0.000000	24.700001	0.000000	66.657269	53.264835	91.653531	91.653531	94.905318	65.952098	90.583840	1.746320	0.000000	24.700001	874.861917	90.086696	120.313667
12:00:00.000 AM 7/28/2016		23.999722	76.869826	76.869784	79.534996	66.693515	72.611627	0.359983	0.000000	24.700001	218.127092	79.162226	78.934204	66.008182	66.008182	67.360266	62.657081	51.060986	0.005013	0.000000	24.700001	0.000000	68.588785	56.054732	89.747953	89.747953	95.211946	69.623298	94.000000	1.055092	0.000000	24.700001	853.751252	91.488626	121.888676
12:00:00.000 AM 7/30/2016		24.000000	69.363924	69.363572	71.189328	65.653706	88.173986	0.705214	0.030639	24.700001	117.774746	71.452982	70.599435	65.319079	65.319079	66.227570	59.676346	76.626566	0.000000	0.000000	24.700001	0.000000	66.923482	58.442328	77.476214	77.476214	80.741457	71.001942	95.816890	2.390977	0.386444	24.700001	444.840034	77.153083	98.469578
12:00:00.000 AM 7/31/2016		23.999444	72.665450	72.663030	74.826912	67.027521	83.651114	1.136062	0.000000	24.700001	199.262625	74.239212	76.743106	64.194724	64.194724	65.248912	63.030550	65.087175	0.000000	0.000000	24.700001	0.000000	67.921392	57.390572	82.345599	82.333780	85.817100	70.148516	97.000000	2.880134	0.000000	24.700001	756.229481	80.478698	110.397965
12:00:00.000 AM 8/1/2016		24.000278	75.285112	75.283896	77.498567	66.355502	75.687172	0.871225	0.000000	24.700001	258.763049	75.732213	78.588831	64.325885	64.325885	65.425884	62.862826	55.997475	0.000000	0.000000	24.700001	0.000000	67.953071	54.273736	86.927694	86.926852	91.743181	69.320729	95.000000	2.189757	0.000000	24.700001	957.398825	84.044212	119.977146
12:00:00.000 AM 8/2/2016		24.000278	76.972198	76.969670	80.063200	67.537439	74.567228	0.563627	0.000000	24.700001	268.832363	78.527773	79.818190	65.403130	65.403130	66.633080	63.411675	49.206081	0.000000	0.000000	24.700001	0.000000	68.507422	53.572402	91.022297	91.022297	96.920186	71.937601	94.425550	4.095925	0.000000	24.700001	906.210660	88.841193	129.155198
12:00:00.000 AM 8/6/2016		24.000278	74.667468	74.638030	75.540422	61.418407	65.719775	2.517473	0.000000	24.700001	289.990125	79.129324	77.144839	63.411008	63.411008	64.131276	60.010511	43.815526	0.000000	0.000000	24.700001	0.000000	68.503346	55.169812	85.172872	85.112938	86.142070	63.630596	89.605505	5.326377	0.000000	24.700001	899.891486	90.061899	115.566795
12:00:00.000 AM 8/7/2016		24.000000	72.796795	72.763881	73.368385	59.993391	65.992720	2.055734	0.000000	24.700001	253.276613	77.779755	73.584489	63.978595	63.978595	64.634197	58.098147	47.050167	0.000000	0.000000	24.700001	0.000000	68.405311	50.449619	82.089465	81.973495	82.444362	62.182525	87.613200	4.943144	0.000000	24.700001	798.159699	87.142796	107.504097
12:00:00.000 AM 8/8/2016		23.999722	73.170800	73.168165	73.249365	57.696582	62.649638	0.738794	0.000000	24.700001	295.265160	78.162570	73.701786	59.699329	59.699329	59.856366	51.766819	29.292683	0.000000	0.000000	24.700001	0.000000	64.220761	45.819538	87.704205	87.700252	86.340673	63.300204	87.000000	2.456686	0.000000	24.700001	861.505042	93.753145	119.557164
12:00:00.000 AM 8/9/2016		23.999722	76.979306	76.978649	79.779654	65.757799	70.451350	0.690312	0.000000	24.700001	223.280793	82.119431	77.498245	62.394533	62.394533	62.994534	57.126328	49.577796	0.000000	0.000000	24.700001	0.000000	67.151373	50.279060	90.370802	90.370127	95.993249	69.829993	92.385714	2.178059	0.000000	24.700001	726.629536	96.823843	121.677282
12:00:00.000 AM 8/10/2016		24.000000	83.145892	83.145881	86.909140	68.421248	64.864871	0.749658	0.000000	24.700001	278.699111	87.545544	86.419505	69.738732	69.738732	71.999332	65.261853	39.946309	0.000000	0.000000	24.700001	0.000000	74.367100	59.793193	95.303439	95.303439	101.027111	72.592787	92.995826	3.114094	0.000000	24.700001	816.446037	101.572973	130.508170
12:00:00.000 AM 8/11/2016		24.000000	83.631029	83.628620	92.397591	75.165587	76.911431	1.529546	0.000000	24.700001	211.544725	91.192792	87.532417	74.386447	74.386447	77.429326	71.630212	59.215670	0.030664	0.000000	24.700001	0.000000	80.990283	67.017036	93.928209	93.928209	110.065034	77.622144	94.000000	3.859797	0.000000	24.700001	693.825021	103.244692	122.980377
12:00:00.000 AM 8/12/2016		24.000000	81.868279	81.840646	89.585006	75.262143	81.676368	1.939089	0.001387	24.700001	177.665393	90.062502	85.250750	73.619947	73.619947	76.703973	72.248463	58.645080	0.000000	0.000000	24.700001	0.000000	82.650213	67.966015	93.293829	93.293829	108.729417	78.287373	96.000000	6.909705	0.033412	24.700001	603.722456	101.935963	118.982463
12:00:00.000 AM 8/13/2016		24.000278	76.675539	76.654666	81.488862	74.564816	93.369487	1.361052	0.042577	24.700001	109.791727	80.906147	77.015928	72.446959	72.441300	75.119848	70.532066	81.072208	0.069573	0.000000	24.700001	0.000000	77.645595	66.237820	84.058609	84.056489	95.648685	78.647551	98.000000	4.031066	0.670375	24.700001	396.344276	85.367994	102.210691
12:00:00.000 AM 8/14/2016		23.999722	72.432538	72.417480	74.882162	68.280805	87.794860	1.138272	0.021431	24.700001	143.328294	75.111026	72.421977	67.030401	67.030401	68.694474	65.999395	67.306914	0.000000	0.000000	24.700001	0.000000	71.457865	57.962133	81.787132	81.787132	85.411774	70.151516	97.000000	3.828257	0.513995	24.700001	645.327980	79.826452	97.296839
